CASRN	DOM_MFG_LB	IMPORTED_LB	VOLUME_EXPORTED
563-45-1	8290862	0	0
108083-44-9	0	0	0
55589-62-3	0	0	0
6914-71-2	0	0	0
121-14-2	0	18144	0
7783-06-4	332452768	0	65389
70955-34-9	521631	0	162386
104-67-6	0	29493	4692
18835-33-1	0	0	0
68989-88-8	612997611	0	0
107-07-3	0	0	0
110-19-0	12445550	0	7880895
108-16-7	0	0	0
7773-01-5	0	16000	0
16529-56-9	0	0	0
597-09-1	0	0	0
90397-38-9	0	106	0
85535-85-9	0	59999	0
68155-43-1	0	0	0
9004-34-6	0	26407176	0
3006-82-4	0	0	0
39464-64-7	113990	0	16453
52255-49-9	206333	0	9546
95-47-6	0	0	0
115-19-5	134724	0	0
2052-15-5	0	0	0
10051-44-2	0	0	0
63441-26-9	1088622	0	0
29340-81-6	47179	0	442
455943-22-3	302238	0	0
27858-32-8	0	0	0
101-39-3	0	416	0
7747-35-5	0	0	0
68583-07-3	0	0	0
2210-79-9	0	29225	0
1314-37-0	0	0	0
3278-89-5	0	0	0
204336-40-3	0	0	0
1327-53-3	65862	1724184	0
140-08-9	0	0	0
127-95-7	0	19000	0
22464-99-9	0	0	21047
8000-48-4	0	301365	136843
624-89-5	0	0	0
26038-87-9	308449	0	12402
12125-01-8	1678292	1002636	0
69082-76-4	72524	0	6713
5139-88-8	0	0	0
68187-49-5	0	0	0
82919-37-7	0	19946	0
64741-64-6	16104207263	651531899	433803252
72245-16-0	378296	0	0
63843-89-0	0	0	0
112-34-5	42964	1508152	6196
68412-27-1	341723	0	24584
144538-83-0	0	0	0
7440-70-2	1084454	1453917	238650
13762-14-6	70760	0	57606
586-62-9	0	21000	3927
84989-14-0	0	0	0
35946-91-9	11879	0	0
6212-33-5	0	0	0
10563-26-5	0	0	0
96-17-3	0	0	0
107-30-2	0	0	0
66455-17-2	59872994	0	18679037
68299-16-1	0	0	0
61791-42-2	0	0	0
595585-15-2	0	0	0
10294-64-1	14526728	0	0
111-96-6	0	0	0
104-87-0	0	0	0
1506-02-1	0	0	0
52408-42-1	0	0	0
28901-96-4	41061	0	0
68991-52-6	76262942	0	9069009
618-45-1	106868	0	0
68439-45-2	0	30226	2886
68649-44-5	428191	0	0
112-73-2	0	0	0
11104-61-3	42701	0	0
72379-23-8	0	3094	0
93-58-3	0	0	0
64742-67-2	0	0	0
80-15-9	65564806	56000	0
12001-99-9	51200	0	11000
68526-58-9	0	0	0
70191-76-3	37194	0	18142
15217-42-2	468107	0	82554
7646-85-7	6515873	0	0
121-33-5	0	92824	34908
59938-06-6	0	0	0
13052-09-0	0	0	0
2915-72-2	14891	0	0
20324-87-2	0	0	0
64741-45-3	82919447907	5887988225	833023660
71329-37-8	276691346	0	0
76-14-2	0	0	0
599-61-1	0	0	0
65143-89-7	334743	0	163277
2358-84-1	0	0	0
67701-28-4	0	0	109
1078715-83-9	0	0	0
13560-89-9	0	0	0
105-60-2	328491594	24284	54748599
7790-62-7	0	0	0
354-58-5	0	0	0
69227-09-4	782391	0	165438
124-63-0	0	0	0
96-27-5	27397	0	6305
68439-49-6	0	0	0
1552-42-7	0	40370	0
7758-16-9	8881929	2193367	1469856
65045-83-2	0	0	0
16669-59-3	41005	0	0
116-37-0	0	13154	0
20824-56-0	0	0	0
7439-97-6	568853	177858	427172
15541-60-3	0	0	79646
70331-94-1	0	76749	0
1939-36-2	0	0	0
1338-39-2	2419120	0	141133
1318-02-1	1297274	122162	0
191358-82-4	49442	0	0
79357-80-5	204117	0	0
72705-24-9	0	0	0
35203-08-8	0	0	0
9005-08-7	351715	22741	2880
86-30-6	0	41866	0
64741-61-3	5762036452	12750482	0
18328-90-0	0	0	0
38321-18-5	532452	0	0
68987-42-8	96476182	0	0
5856-63-3	0	0	0
2915-57-3	28123	0	0
96-45-7	0	205731	817
138-86-3	0	45140	2976
12141-20-7	0	0	0
6863-58-7	0	0	0
103-11-7	106118	5052615	0
111-55-7	0	394956	15179
88917-22-0	1807321	92016	0
101-42-8	0	0	0
65996-78-3	76453208	0	0
7791-25-5	0	0	0
64741-77-1	7864817976	68038856	96054682
217098-98-1	0	0	0
6358-31-2	491694	180774	35004
25327-89-3	36124	0	0
825-90-1	174633	0	29484
25376-45-8	0	0	0
68130-37-0	0	0	0
98-17-9	0	116999	0
27205-99-8	0	12652	0
629-59-4	25608327	76950	1100
7440-33-7	3264504	478225	92239
68308-27-0	2696705579	0	55302813
68411-27-8	0	0	0
15123-80-5	1117198	0	936215
68439-56-5	0	17237	0
9005-64-5	29932	770704	0
26401-97-8	45651	0	0
17741-60-5	0	0	0
55290-62-5	0	0	0
68919-05-1	86150446	0	0
3900-04-7	26474	0	0
64771-71-7	0	0	0
67784-79-6	0	1451496	0
68131-33-9	128066411463	0	0
61789-30-8	192193	0	0
17824-83-8	0	0	0
56831-62-0	163087	0	0
118-82-1	0	0	0
167078-06-0	0	573647	0
21115-77-5	0	0	0
10102-17-7	0	2193256	134263
68478-02-4	20411657	0	0
3330-14-1	0	0	0
68938-70-5	1237828	0	0
96-22-0	0	0	0
1078712-88-5	15592	0	349
598-30-1	54431	0	9752
68815-49-6	288147	0	0
12027-05-3	250043	0	0
75980-60-8	0	72999	0
7440-36-0	5205880	1627252	0
75975-86-9	0	0	0
150702-37-7	0	0	0
1332-21-4	0	39463	0
443780-22-1	2223056	0	0
6731-36-8	0	0	0
2382-76-5	0	0	0
117671-01-9	0	0	0
68919-37-9	12578159572	1451496	1839080840
994-05-8	0	0	0
3260-88-6	516119	0	0
152699-00-8	0	0	0
70592-80-2	0	0	0
97660-43-0	0	0	0
4948-28-1	0	0	0
101-84-8	0	87199	30613
4986-89-4	261076	0	0
1825-62-3	0	0	0
4980-54-5	11798	0	0
2498-95-5	0	0	0
1562-00-1	0	136974	0
13003-12-8	43815	0	18519
2551-62-4	0	0	25189
142-96-1	1041488	11595	0
1078712-94-3	0	0	0
63089-87-2	84137	0	0
64-19-7	45141501	803520	33474
420-46-2	6489092	0	0
541-41-3	0	0	0
4419-11-8	0	0	0
68607-28-3	0	0	511713
70692-48-7	14390	0	0
13223-43-3	0	27200	0
13517-24-3	1398472	764552	81209
68130-98-3	34927	0	0
104-92-7	0	0	0
14059-33-7	0	0	0
2752-95-6	0	0	0
122-51-0	0	0	0
21679-46-9	0	0	0
3323-53-3	0	0	0
93-89-0	0	19	0
61789-52-4	87498	0	953
1338707-71-3	478222	0	0
8005-02-5	0	0	1399583
3864-99-1	0	12900	0
67784-90-1	0	0	0
98-56-6	33990	2956671	0
129423-54-7	0	26907	0
141-24-2	0	0	0
110-29-2	45087	0	0
137-26-8	0	576202	12481
79770-29-9	0	0	0
68915-31-1	10168184	2023867	10185013
38714-47-5	270676	0	15912
64741-82-8	11035709901	241040724	0
3944-72-7	127713	0	0
22042-96-2	1360499	163721	221666
1078141-95-3	0	0	0
104-55-2	0	253994	82548
68443-05-0	149636	0	417
8030-70-4	112808	0	1542
123-03-5	0	111768	0
202148-93-4	262147	0	0
68919-00-6	4445205	0	0
61789-91-1	178149	0	0
927-62-8	0	16420	0
622-40-2	0	0	0
63148-57-2	0	32493	2725
10101-66-3	0	28540	0
68955-19-1	0	78506	0
19780-11-1	0	0	0
3234-85-3	0	0	0
21145-77-7	0	0	0
42404-50-2	0	0	0
13967-50-5	0	0	0
109-79-5	0	0	0
10006-28-7	120877	0	22
104815-18-1	0	0	0
1606-79-7	6597	4922	350
68513-65-5	2722461981	0	108034
151-05-3	0	0	0
68188-81-8	674174	5151640	0
15793-73-4	0	0	0
3637-01-2	0	0	0
77820-58-7	0	0	0
1314-06-3	0	0	0
23251-72-1	161205	0	0
42739-64-0	51016	0	0
24424-99-5	21772	102435	95481
154825-62-4	0	0	0
120-35-4	0	0	0
540-42-1	0	0	0
68476-55-1	2883216982	95015671	47552810
12715-61-6	0	13857	0
102-24-9	0	0	0
2432-99-7	0	0	0
13397-24-5	3434407950	0	1717771128
1305-79-9	0	0	0
41556-26-7	0	106379	0
68608-24-2	0	0	0
68585-02-4	0	0	0
93924-10-8	0	0	0
2550-26-7	0	0	0
127519-17-9	0	0	0
110-05-4	0	0	0
557-20-0	0	0	0
18282-10-5	0	0	0
68514-75-0	0	0	0
67584-55-8	0	0	0
10213-79-3	45909	305998	7373
53744-50-6	0	0	0
68187-11-1	0	0	0
127-51-5	0	16110	3144
14167-15-8	0	0	0
3296-90-0	0	0	0
25608-12-2	140718	0	7678
78-95-5	0	0	0
64743-02-8	0	365571	0
7098-14-8	800756	0	0
647-42-7	0	17000	0
61791-34-2	12257	0	9868
112-75-4	401210	0	0
64653-59-4	0	0	0
851545-17-0	18597	0	0
941-69-5	0	0	0
13845-18-6	0	0	0
68187-19-9	137438	0	0
68512-35-6	0	0	0
68609-08-5	0	0	0
68139-89-9	0	0	0
77098-07-8	0	0	0
94031-26-2	63503	0	0
34004-36-9	66678	0	26762
218451-68-4	0	0	0
4979-32-2	0	274614	0
68333-69-7	0	80575	0
68132-46-7	130816	0	11859
53411-33-9	0	0	0
1204213-32-0	0	0	0
223129-75-7	315674	0	0
22890-11-5	0	0	0
12001-85-3	0	0	44815
67634-20-2	0	19459	0
6284-40-8	0	42555	0
68424-31-7	0	79605	0
1071-22-3	5074813	0	0
210057-91-3	0	0	0
35325-02-1	46008	0	21047
68513-49-5	0	0	0
93924-37-9	2250287	0	0
621-13-6	230101	0	0
67939-65-5	0	0	0
109981-10-4	0	0	0
460-73-1	20590998	0	3351662
25322-69-4	35373	0	0
1338-24-5	1946665	1104004	752208
27924-99-8	13175	0	0
151006-61-0	0	0	0
19186-97-1	0	0	45
2044-64-6	0	0	0
88-12-0	0	0	0
80-04-6	0	0	0
123-17-1	0	0	0
31556-45-3	473104	0	3647
61788-44-1	193167	255537	0
90677-63-7	0	0	0
7790-94-5	0	0	0
6864-37-5	0	0	0
67712-00-9	690806	0	0
68513-68-8	54674258	0	0
60825-27-6	0	0	0
96-37-7	86182550	0	0
67701-12-6	57251	0	0
65997-19-5	24740973259	2362487792	1530132067
627-83-8	0	381369	0
3010-96-6	0	0	0
30583-72-3	0	0	0
68876-84-6	16631	0	0
629-19-6	0	0	0
37475-84-6	24674	0	22802
3076-04-8	0	0	0
75701-34-7	0	0	0
578-54-1	0	0	0
67762-37-2	0	58490	0
3164-85-0	2507459	0	280583
125590-73-0	0	82400	1297
91648-24-7	0	0	0
1982-69-0	0	0	0
65996-63-6	20947166	0	8254053
61790-66-7	0	0	245
204933-93-7	0	0	0
3658-48-8	27462	0	0
106-26-3	0	0	0
4109-20-0	163281	0	0
557-07-3	12056	0	1289
77-89-4	0	0	0
12021-95-3	0	194309	3266
35884-05-0	0	11975	0
463-82-1	0	62875	0
70592-77-7	5520814164	177278144	6406992
590-18-1	121024622	0	0
546-56-5	0	3600	0
8001-20-5	0	893949	158728
68513-15-5	503544460	0	0
68990-86-3	977973	0	0
88-58-4	0	0	0
3524-68-3	285335	0	0
13983-17-0	0	21180	0
68584-22-5	48914295	965645	433288
6417-85-2	0	0	0
68512-63-0	5291056	0	0
109-89-7	0	0	0
68909-79-5	0	0	0
1330-20-7	1444248957	14431875	248122156
1318-23-6	23581914	4624094	5326215
67762-55-4	7527398	146750	0
68307-99-3	0	0	0
61788-65-6	0	0	0
75-31-0	0	0	0
38640-62-9	0	67437	3472
562-74-3	0	13495	2409
10277-43-7	0	0	0
70321-63-0	0	15773	0
2495-25-2	0	0	0
68554-23-4	0	0	0
5280-80-8	0	29100	0
13031-43-1	145539	0	0
44914-03-6	0	0	0
68512-91-4	532789598	0	0
25550-51-0	2065135	0	0
118685-29-3	0	105080	0
52503-15-8	480071	0	0
68477-35-0	38738355	0	0
7320-37-8	0	13480	0
85117-41-5	0	2532036	2515249
12765-51-4	157102131	18665326	3008814
507-63-1	0	0	0
67701-32-0	1075675	0	4827
189233-30-5	17463	0	0
53563-70-5	0	11760	0
27251-68-9	15700060	0	0
64742-89-8	0	1728108	0
68526-85-2	0	0	0
68553-00-4	1136375760	3007769383	398570729
2386-87-0	0	60800	0
3926-62-3	0	0	0
26446-73-1	0	0	0
56863-02-6	12912	0	0
74-86-2	16894264	0	653584
26447-40-5	0	0	0
506-93-4	0	168192	0
17831-71-9	0	0	0
15545-97-8	0	0	0
15475-67-9	49442	0	0
1344-09-8	356019566	2369935	8206206
28928-97-4	0	0	0
4485-12-5	348351	0	680
10377-66-9	157414	0	0
1344-01-0	0	108116	0
62202-86-2	0	0	0
68911-59-1	2630836	0	0
1120-24-7	0	0	2767
854535-37-8	0	0	0
1314-36-9	0	73999	0
100-43-6	0	0	0
68201-37-6	0	0	0
1541-81-7	66503	0	0
92-70-6	0	0	0
598-55-0	1689370	0	0
105-54-4	0	107999	67538
544-76-3	0	0	0
20749-68-2	0	42885	4820
59572-10-0	0	0	0
68611-64-3	0	32310	0
64001-15-6	0	0	0
135470-04-1	0	0	0
107-39-1	0	0	0
126682-74-4	0	0	0
1093628-26-2	17279	0	0
68038-32-4	189611	0	0
39445-23-3	403733	0	0
163702-01-0	0	61913	0
7085-85-0	160302	54902	0
206565-89-1	0	0	0
3033-77-0	0	0	0
57267-78-4	38168	0	0
1317-35-7	7063000	0	0
13138-45-9	0	0	0
89331-94-2	0	0	0
107-31-3	0	0	0
7601-89-0	4624239	0	55338
3196-15-4	0	0	0
29911-28-2	0	0	0
616-45-5	0	390006	0
1121649-70-4	0	0	0
62132-67-6	871991	0	0
12060-05-8	0	0	0
1002-89-7	0	0	0
409-21-2	44133774	58670007	14265955
7705-07-9	0	31751	21772
68424-83-9	1067673888	0	0
12158-75-7	0	134309	0
106-97-8	17988122562	428022697	533952213
13140-83-5	0	0	0
57-55-6	34215874	8068651	680067
76025-08-6	0	0	0
90412-00-3	0	0	0
333-18-6	0	15848	0
993-07-7	0	0	0
10287-53-3	0	0	0
104-88-1	0	0	0
1305-62-0	5900112283	6343073	8066080
59130-69-7	49283	0	0
3457-61-2	0	0	0
64741-52-2	0	0	0
69012-53-9	191837154	0	0
1052-38-6	135134	0	92907
36968-27-1	0	0	11662
26762-92-5	0	0	0
68442-70-6	0	0	0
41741-86-0	0	0	0
64742-60-5	6531007	244095	0
140-89-6	0	1053946	0
7681-52-9	1022548163	10446134	12530943
65859-40-7	0	0	0
123-31-9	0	263997	0
61-90-5	0	0	0
6942-02-5	0	0	0
26544-23-0	0	0	126091
11138-49-1	11793402	0	0
99-93-4	0	0	0
68784-70-3	2604301	0	0
69227-51-6	0	0	0
1300-72-7	3261093	109059	153407
7439-96-5	87971561	101042126	180939277
41123-69-7	0	0	0
64741-68-0	25625729894	551959669	524820032
141-82-2	0	30164	0
7440-74-6	73941	37145	0
109-65-9	0	0	0
68990-35-2	0	0	0
107-98-2	160742	3883398	9277
68918-69-4	0	0	0
202075-32-9	17541672	0	1383618
6179-44-8	0	0	0
70942-01-7	0	254401	0
24980-41-4	0	0	0
68991-19-5	3667488	0	117813
68784-78-1	0	0	0
308074-73-9	12247	0	0
64741-60-2	1997479198	501038132	732994305
7575-23-7	95254	0	0
5419-55-6	51703	0	7565
68511-92-2	1329026	0	453592
32687-78-8	0	116999	0
61790-85-0	0	0	0
12013-56-8	0	55650	0
7782-44-7	661794281	0	0
141773-73-1	0	0	0
166432-49-1	23124	0	0
68526-93-2	0	0	0
1317-80-2	0	258547651	0
88-41-5	0	57846	8373
61791-53-5	0	22317	0
68526-54-5	0	0	0
102-71-6	147575	81096	40100
10094-34-5	0	0	0
62314-25-4	0	0	0
13162-05-5	0	0	0
28214-91-7	0	31126	0
75-28-5	11151994349	269334934	77351753
28472-97-1	0	0	0
3068-76-6	53771	0	28751
116-15-4	0	0	0
69045-83-6	0	0	0
25340-17-4	3620574	0	0
29385-43-1	0	270538	0
68439-57-6	5336053	154890	349299
3081-14-9	0	0	0
366009-01-0	0	211	0
34363-01-4	0	0	0
4196-86-5	30436	0	4032
22591-21-5	0	0	0
10493-43-3	0	0	0
2768-02-7	744629	92477	107146
3033-62-3	0	0	0
13573-13-2	21408	0	5008
10222-01-2	0	378550	784
70024-73-6	127069	0	0
211299-54-6	0	5	0
10604-69-0	26762	0	907
79-01-6	113365	136594	15587
865-34-9	0	0	0
68171-29-9	2268869	0	143335
96-23-1	0	0	0
2280-49-1	0	0	0
64754-99-0	0	0	1089
147853-32-5	0	229896	0
68647-86-9	0	0	0
68607-29-4	820441	0	38901
7721-01-9	0	11719	0
7585-39-9	0	0	0
69012-34-6	11724114	0	0
3337-71-1	12923778	0	12923778
93882-40-7	0	28756	0
4454-16-4	0	0	0
1338-51-8	57606	0	46624
68130-51-8	0	0	0
68410-45-7	380100	0	0
61789-18-2	38202	0	3665
7439-93-2	0	0	0
34443-12-4	0	0	0
68649-00-3	21794	0	0
68586-07-2	0	0	16226
7534-94-3	0	0	0
3268-49-3	0	0	0
537-01-9	0	199998	0
67711-90-4	152277794	0	454500
542-75-6	0	0	0
96-08-2	0	0	0
53988-05-9	77431	0	0
27816-23-5	50594	0	0
627-93-0	0	35329	0
7727-54-0	0	766998	190000
109096-17-5	119812	0	0
103213-20-3	105841	0	0
543724-31-8	0	0	0
61790-41-8	393770	0	190956
150-38-9	26464	0	3
124-07-2	539398	392510	0
73398-61-5	0	0	0
52125-53-8	0	119295	0
182061-89-8	0	0	0
67701-08-0	4994648	8709	214255
58446-52-9	0	0	0
78-40-0	77283	0	0
68478-26-2	10886217	0	0
75-07-0	140614	0	0
67762-27-0	0	163603	0
68784-26-9	13516402	0	8736
10049-36-2	15957	0	181
390748-76-2	0	0	0
101-83-7	0	449752	0
70693-06-0	617671824	0	0
2893-78-9	0	0	0
2778-42-9	2076579	0	0
5977-14-0	0	200940	0
20667-12-3	0	0	0
16949-65-8	0	0	0
2624-17-1	0	0	0
68909-82-0	25299	0	0
68410-22-0	0	0	0
33454-82-9	0	0	0
68201-46-7	0	8954	0
78480-16-7	0	0	0
63469-23-8	0	0	0
55011-64-8	0	0	0
4719-04-4	6028948	0	1039515
68919-01-7	123704230	0	0
68082-96-2	0	808633	0
9002-84-0	0	988339	0
145556-04-3	0	0	0
69011-50-3	14493721	9206111	1606921
534-17-8	0	20732	0
865-86-1	0	0	0
95823-34-0	0	164155	0
144020-22-4	0	0	0
3006-93-7	190934	0	0
182636-01-7	611677	0	0
14576-08-0	0	0	0
616-38-6	12745	313889	98
20325-40-0	0	0	0
4475-95-0	0	0	0
121-92-6	0	14000	0
150-13-0	0	0	0
10196-04-0	20331153	0	465018
1076-97-7	28400	0	0
33509-43-2	0	0	0
39471-52-8	1309036	0	0
2451-62-9	0	1199189	6629
82097-50-5	23248	0	0
68551-66-6	24271	0	0
111-46-6	58823016	65558100	32481726
141-27-5	0	0	0
6328-48-9	12773	0	0
68783-12-0	5185416962	193360640	0
27253-32-3	146782	0	3084
812-00-0	39916	0	14
253685-23-3	11458	0	0
80-46-6	0	0	0
13177-49-6	49833	0	0
103-74-2	0	0	0
68937-53-1	1333311	0	266662
5303-25-3	0	0	0
17928-28-8	0	0	22680
8007-69-0	0	16000	5090
7632-00-0	28535	836379	0
13840-55-6	0	0	0
1314-80-3	15249322	0	34745
72018-21-4	49833	0	0
68527-04-8	0	0	0
68154-33-6	758207	0	70760
5468-75-7	1329761	446689	24948
35948-25-5	0	0	0
1325-35-5	0	0	0
107-25-5	0	0	0
7789-21-1	6950704	0	0
58160-99-9	0	0	0
7778-74-7	71184	66016	15454
15630-89-4	37006334	2928624	642110
25321-41-9	1399396	0	1164578
44860-68-6	0	0	0
354-64-3	0	0	0
110-25-8	0	13805	0
95-50-1	0	0	0
110-60-1	0	0	0
998-30-1	259470	0	0
7772-98-7	51278519	1173298	38102
68308-01-0	2131884	0	0
299-27-4	0	0	0
98-19-1	0	0	0
5285-60-9	0	0	1814
3385-41-9	142933	0	142933
108-94-1	323447407	135698	5994078
126-71-6	0	0	0
119-61-9	0	472474	2793
78330-12-8	0	0	0
22890-10-4	0	0	0
68002-80-2	0	0	0
2873-97-4	0	0	13860
149458-07-1	0	0	0
1445-45-0	0	0	0
58985-18-5	0	0	0
12013-21-7	0	0	0
68309-27-3	0	0	0
110-01-0	0	0	0
4253-34-3	0	0	0
61188-14-5	0	0	0
10035-10-6	0	443054	25469
86508-42-1	0	0	0
148373-01-7	0	0	0
25619-56-1	0	0	0
64743-05-1	2246643583	123268813	1591451137
138495-42-8	0	0	0
125252-49-5	0	0	0
1313-13-9	23408541	142604	23266619
22766-82-1	0	0	0
1079184-43-2	12743667	0	0
68527-23-1	0	0	0
18299-85-9	0	0	0
1333-74-0	2881279204	81396822	0
119-47-1	0	163753	7180
72623-84-8	0	0	0
8050-28-0	0	0	0
68513-69-9	0	0	0
61790-69-0	5857015	0	2615962
8007-80-5	0	55199	18444
2437-23-2	362030	0	0
2459-10-1	0	0	0
141-04-8	0	0	0
68956-41-2	0	0	0
102-69-2	0	0	0
1093628-27-3	15980	0	15980
68526-88-5	0	0	0
106-92-3	0	839350	0
60-24-2	0	172797	0
142-28-9	0	0	0
68990-21-6	0	0	0
151789-10-5	0	0	0
81-88-9	0	19908	0
2306-89-0	0	15643	0
24544-04-5	0	100524	0
112-02-7	583428	0	162512
70624-18-9	0	48999	0
7328-97-4	0	0	0
68815-24-7	0	0	0
7617-78-9	0	0	0
1302-93-8	217724	9523638	183977
150-50-5	0	0	0
64742-05-8	86182550	0	0
77375-79-2	11481	0	0
64741-56-6	94673785767910400000	478148732	221108410
1653-19-6	0	0	0
13815-17-3	130776	0	0
68513-14-4	4367574	0	0
7447-41-8	0	0	309808
149-73-5	0	16000	0
1313-96-8	0	0	0
171869-90-2	0	0	0
68425-61-6	15116	0	8928
119-64-2	0	0	85754
10058-44-3	0	0	0
25987-30-8	0	19375	0
445292-01-3	0	0	0
67762-90-7	0	119307	0
16812-54-7	40823	0	0
3338-24-7	0	0	0
111-01-3	0	0	0
68855-57-2	0	0	0
98-00-0	0	10272711	184127
690-39-1	0	0	0
1660-95-3	19449	0	0
56968-08-2	0	0	0
68333-22-2	1442568886	104326245	0
7758-29-4	6469053	22635554	15949269
14402-88-1	0	0	0
10584-98-2	1310961	37541	54660
833-66-9	0	30000	0
999-21-3	0	0	0
79-30-1	0	0	0
617-89-0	0	0	0
101-77-9	0	276910	1441
68648-12-4	193981	0	0
61788-48-5	30458	0	0
25038-36-2	0	573021	80
105362-40-1	0	0	0
1313-59-3	6350607	902649	467200
65113-99-7	0	0	0
103-23-1	7802242	732637	0
5413-60-5	0	191863	7057
63217-13-0	0	0	0
303-98-0	0	0	0
68568-51-4	0	0	0
68187-58-6	1054226435	0	332808
98955-27-2	0	0	0
2492-26-4	0	0	0
135252-10-7	1068563	0	1048163
17043-10-6	0	0	0
110553-27-0	0	0	3761
1303-86-2	1097147	20720	89564
65997-15-1	867782782	317579070	0
3173-72-6	0	0	0
68334-05-4	0	0	0
68783-07-3	25821481269	0	14168144
10254-57-6	0	0	51558
9004-98-2	0	8001	0
68334-40-7	0	0	0
83488-05-5	361505	0	135885
7646-78-8	0	0	0
143-27-1	0	0	0
3217-00-3	0	0	0
3425-61-4	0	0	0
17648-03-2	0	14598	0
105-55-5	0	85986	0
94441-92-6	0	0	0
1120-21-4	0	0	4294152
65996-67-0	32778953833	3368064280	0
68815-21-4	1363925	0	0
61789-60-4	0	40500	0
3333-67-3	0	0	39009
67990-05-0	45241	82112	0
13717-00-5	0	0	0
124-17-4	0	132259	0
7440-48-4	312244	3363485	260523
68422-22-0	0	0	0
112484-44-3	0	122003	22952
84560-00-9	0	0	0
12027-70-2	0	0	0
81-11-8	0	0	0
8005-03-6	0	0	0
56396-10-2	0	0	0
68152-81-8	18536	0	258
8014-09-3	0	0	0
463-49-0	137849	0	0
111-60-4	0	0	0
924-88-9	0	0	0
349-76-8	207482	0	0
19829-42-6	0	0	0
101-97-3	0	16000	0
3030-47-5	0	547250	0
1314-35-8	4150667	770450	322051
78-16-0	0	0	0
12160-30-4	0	0	0
85409-27-4	0	13100	0
12038-20-9	14061	0	0
15782-05-5	0	40642	0
106-09-2	0	0	0
7681-53-0	4603456	2474414	407589
16215-21-7	40370	0	1089
68919-15-3	1153339086	0	0
68607-11-4	92384065	0	0
736179-59-2	0	0	0
814-89-1	272155	0	0
178603-64-0	0	0	0
42822-86-6	0	18237	0
9000-30-0	0	37803447	101874
64742-80-9	24187955068	0	3133547654
68583-95-9	0	0	0
108-24-7	0	0	0
12014-93-6	0	0	0
58-86-6	0	342000	0
652-67-5	137035	0	0
68155-20-4	365317	0	16201
55566-30-8	0	632435	0
157905-74-3	131159	0	0
93-92-5	0	71673	12989
64741-91-9	0	3318533	0
94108-97-1	0	29205	0
25377-82-6	54744173	0	408269
35037-73-1	49872	0	0
848940-31-8	0	0	0
68412-40-8	0	0	0
68188-52-3	0	86727	0
69029-74-9	263083575	0	0
64742-61-6	17690102	22940246	725748
68647-73-4	0	19435	7267
532-32-1	94816	1526587	109872
126-96-5	1371910	0	26986
68412-48-6	0	0	0
18600-59-4	80116	0	0
202148-88-7	423373	0	0
61682-73-3	0	53977	0
512-69-6	0	0	0
8050-26-8	9595519	102183	541136
108-19-0	0	35003	0
50-78-2	0	807105	0
107-41-5	5683258	0	269035
1300-73-8	0	0	0
542-28-9	0	0	0
592-41-6	105946910	120225426	18536751
68514-68-1	367410	0	0
128-03-0	45884	0	4001
68002-70-0	0	0	0
68081-98-1	0	0	0
863782-35-8	0	0	0
69012-54-0	94558218	0	0
21129-18-0	32523	0	862
120-61-6	0	576062	0
64742-45-6	0	0	0
90506-18-6	0	0	0
68427-35-0	0	0	0
68139-94-6	13831	0	4363
111960-92-0	0	0	0
924-42-5	2410775	0	0
136210-32-7	0	0	0
54208-63-8	29937	0	0
1283128-59-5	0	0	0
68439-80-5	9241836	1940949	0
104-68-7	0	0	0
68187-89-3	0	0	0
12179-14-5	18427	0	0
10421-48-4	0	0	0
75-98-9	0	0	0
2370-88-9	0	0	0
68411-31-4	356026	0	592
107-02-8	0	0	0
130-15-4	0	0	0
38916-42-6	42689	0	0
271-89-6	636884	0	0
38465-60-0	0	12413	0
118685-34-0	0	0	0
68991-55-9	0	0	0
1163-19-5	245898	0	0
63512-64-1	0	0	0
7783-40-6	140176	0	27792
27323-41-7	0	0	156224
123-86-4	56836186	1384484	37935171
13548-38-4	421841	0	43545
20324-33-8	62126	0	0
191743-75-6	0	0	0
2043-54-1	0	0	0
12006-40-5	190563	0	0
5421-46-5	238136	57606	0
16485-47-5	0	0	0
112-52-7	30399	0	4792
294-62-2	0	0	0
624-41-9	0	0	0
108-03-2	0	0	0
137-30-4	0	122179	2001
1331-61-9	0	0	73028
68990-52-3	34951581	0	172254
68152-62-5	0	94740	0
68511-91-1	0	29952	0
756-79-6	0	0	0
1461-25-2	0	1188113	0
70693-62-8	0	0	0
16923-58-3	47262	0	0
68082-78-0	33372	0	0
30526-22-8	0	0	0
74-88-4	287414	0	207001
23778-52-1	0	0	0
2425-77-6	0	0	0
65322-65-8	102058	0	70307
112-39-0	0	0	0
35958-30-6	0	0	0
25266-02-8	43001	0	0
142-16-5	8807537	0	0
155-04-4	0	117711	0
15956-58-8	0	0	5625
23305-64-8	0	0	0
38285-49-3	0	19	0
30374-01-7	17100	0	0
71631-09-9	0	0	0
7632-50-0	0	0	78018
67634-15-5	0	530	0
68187-44-0	0	0	0
42405-40-3	0	73991	21828
936914-80-6	0	0	0
7439-92-1	1580877196	396387074	24206812
29710-25-6	22568	0	0
68954-46-1	0	0	0
118-74-1	0	0	0
68648-87-3	0	0	0
643-38-9	0	61947	0
151006-58-5	0	0	0
79720-19-7	0	0	0
68410-23-1	0	0	0
76-13-1	6503607	0	0
85-68-7	0	0	30995
1547-26-8	0	0	0
106-17-2	0	0	0
8000-29-1	0	32400	14061
141-43-5	315927	59180	14986
