CASRN	Name	Tm	Tb	rho	RI
121-30-2	4-Amino-6-chloro-1,3-benzenedisulfonamide	527.65			
121-32-4	3-Ethoxy-4-hydroxybenzaldehyde	349.85	558.15		
121-33-5	4-Hydroxy-3-methoxybenzaldehyde	354.15	558.15	1056.25	
121-34-6	4-Hydroxy-3-methoxybenzoic acid	485.15			
121-39-1	3-Phenyloxiranecarboxylic acid, ethyl ester				
121-43-7	Trimethyl borate	243.85	340.55	915.25	1.35682
121-44-8	Triethylamine	158.45	361.95	727.52	1.40102
121-45-9	Trimethyl phosphite		383.15	1051.82	1.40952
121-46-0	2,5-Norbornadiene	254.15	363.15	906.42	1.47022
121-47-1	3-Aminobenzenesulfonic acid				
121-50-6	2-Chloro-5-(trifluoromethyl)aniline			1428.25	1.49752
121-51-7	3-Nitrobenzenesulfonyl chloride	337.15			
121-54-0	Benzethonium chloride	438.15			
121-57-3	4-Aminobenzenesulfonic acid	561.15		1485.25	
121-59-5	[4-[(Aminocarbonyl)amino]phenyl]arsonic acid	447.15			
121-60-8	4-(Acetylamino)benzenesulfonyl chloride	422.15			
121-61-9	N-[4-(Aminosulfonyl)phenyl]acetamide	492.65			
121-63-1	4,4'-Oxybis(benzenesulfonyl chloride)	401.15			
121-65-3	4-Dodecylbenzenesulfonic acid				
121-66-4	5-Nitro-2-thiazolamine				
121-69-7	N,N-Dimethylaniline	275.25	466.15	955.72	1.55822
121-71-1	1-(3-Hydroxyphenyl)ethanone	367.15	569.15	1099.2109	1.5348109
121-72-2	3-Methyl-N,N-dimethylaniline		467.15	941.02	1.54922
121-73-3	1-Chloro-3-nitrobenzene	316.75	509.65	1343.5	1.53748
121-75-5	Malathion	276.15		1207.62	1.49602
121-79-9	Propyl 3,4,5-trihydroxybenzoate	403.15			
121-81-3	3,5-Dinitrobenzamide	457.15			
121-82-4	Hexahydro-1,3,5-trinitro-1,3,5-triazine	476.55		1822	
121-86-8	2-Chloro-1-methyl-4-nitrobenzene	339.65	533.15		1.547069
121-87-9	2-Chloro-4-nitroaniline	381.55			
121-88-0	2-Amino-5-nitrophenol	478.95			
121-89-1	1-(3-Nitrophenyl)ethanone	354.15	475.15		
121-90-4	3-Nitrobenzoyl chloride	309.15	549.65		
121-91-5	Isophthalic acid	621.15		1538.25	
121-92-6	3-Nitrobenzoic acid	414.45		1494.2	
121-97-1	1-(4-Methoxyphenyl)-1-propanone	298.65	539.15	1079.816	
121-98-2	Methyl 4-methoxybenzoate	322.15	532.15		
1210-12-4	9-Anthracenecarbonitrile	450.65		1300.02	
1210-35-1	10,11-Dihydro-5H-dibenzo[a,d]cyclohepten-5-one	305.55		1163.52	1.63242
1210-39-5	3,3-Diphenyl-2-propenal	317.95			
12108-13-3	Manganese 2-methylcyclopentadienyl tricarbonyl	274.65	506.15	1388.2	
1212-29-9	N,N'-Dicyclohexylthiourea	453.15			
12122-67-7	Zinc N,N'-ethylenebisdithiocarbamate				
1214-39-7	N-(Phenylmethyl)-1H-purin-6-amine	505.95			
1214-47-7	1-(2-Hydroxyphenyl)-3-phenyl-2-propen-1-one	363.15			
1217-45-4	9,10-Anthracenedicarbonitrile				
1218-34-4	N-Acetyl-L-tryptophan	462.65			
122-00-9	4-Methylacetophenone	301.15	498.15	1005.12	1.53352
122-01-0	4-Chlorobenzoyl chloride	289.15	495.15	1377.02	1.57562
122-03-2	4-Isopropylbenzaldehyde		499.15	975.52	1.53012
122-04-3	4-Nitrobenzoyl chloride	344.15			
122-07-6	2,2-Dimethoxy-N-methylethanamine		413.15	928.25	1.41152
122-09-8	α,α-Dimethylbenzeneethanamine		478.15		
122-10-1	Bomyl				
122-11-2	Sulfadimethoxine	476.65			
122-14-5	Fenitrothion			1322.725	
122-15-6	Dimetan (R)-	319.15			
122-20-3	Triisopropanolamine	318.15		1020	
122-25-8	5,5'-Methylenedisalicylic acid	516.65			
122-28-1	N-(3-Nitrophenyl)acetamide	427.65			
122-32-7	Glycerol trioleate	278.45		915.15	1.467615
122-34-9	Simazine	503.55		1302.2	
122-35-0	2-Phenoxypropanoyl chloride		420.15	1186.52	1.51782
122-37-2	4-(Phenylamino)phenol	346.15	603.15		
122-39-4	Diphenylamine	326.35	578.25	1158.22	
122-40-7	2-(Phenylmethylene)heptanal	353.15		971.12	1.53812
122-42-9	Isopropyl phenylcarbamate	358.15		1092	1.498991
122-46-3	3-Methylphenyl acetate	285.15	487.15	1043.2	1.49782
122-48-5	4-(4-Hydroxy-3-methoxyphenyl)-2-butanone	313.65			
122-51-0	Triethoxymethane		418.15	890.92	1.39222
122-52-1	Triethyl phosphite		431.05	962.92	1.41272
122-59-8	Phenoxyacetic acid	371.65			
122-60-1	Phenyl glycidyl ether		517.35	1110.921	1.530721
122-62-3	Bis(2-ethylhexyl) sebacate	218.15		912.25	1.45125
122-63-4	Benzyl propanoate		497.15	1033.52	
122-66-7	1,2-Diphenylhydrazine	401.85		1158.16	
122-69-0	Cinnamyl cinnamate	317.15		1156.54	
122-70-3	2-Phenylethyl propanoate		504.15	1022.5	1.49502
122-72-5	3-Phenylpropyl acetate	233.15			
122-73-6	[(3-Methylbutoxy)methyl]benzene		509.15	909.2	1.47922
122-78-1	Benzeneacetaldehyde	306.65	475.15	1027.22	1.52552
122-79-2	Phenyl acetate		468.15	1078.02	1.50352
122-80-5	N-(4-Aminophenyl)acetamide	439.65	540.15		
122-84-9	1-(4-Methoxyphenyl)-2-propanone	258.15	541.15	1069.417	1.52532
122-85-0	N-(4-Formylphenyl)acetamide	431.15			
122-87-2	N-(4-Hydroxyphenyl)glycine				
122-88-3	(4-Chlorophenoxy)acetic acid	431.45			
122-94-1	4-Butoxyphenol	338.65			
122-95-2	1,4-Diethoxybenzene	345.15	519.15		
122-96-3	1,4-Piperazinediethanol	405.15			
122-97-4	Benzenepropanol	255.15	514.15	995.25	1.535725
122-98-5	N-Phenylethanolamine		553.15	1094.52	1.57602
122-99-6	2-Phenoxyethanol	285.15	519.15	1102.22	1.5342
1220-00-4	N,N'-Bis(4-chlorophenyl)thiourea	449.15			
1222-98-6	3-(4-Nitrophenyl)-1-phenyl-2-propen-1-one	437.15			
1223-31-0	4,4'-Dinitrodiphenyl sulfide	433.65			
1225-55-4	Protriptyline hydrochloride	443.15			
1226-42-2	Bis(4-methoxyphenyl)ethanedione	406.15			
1226-46-6	Bis[4-(dimethylamino)phenyl]methanethione	477.15			
12263-85-3	Tribromotrimethyldialuminum				
1229-12-5	5β-Androstane-3,17-dione	408.15			
123-00-2	4-Morpholinepropanamine	258.15	493.15	985.42	1.47622
123-01-3	Dodecylbenzene	271.15	602.15	855.12	1.48242
123-02-4	Tridecylbenzene	272.85	613.15	855.02	1.48212
123-03-5	1-Hexadecylpyridinium chloride	354.15			
123-04-6	3-(Chloromethyl)heptane		444.15	876.92	1.43192
123-05-7	2-Ethylhexanal	173.15	434.15	854.02	1.41422
123-06-8	(Ethoxymethylene)propanedinitrile	339.15			
123-07-9	4-Ethylphenol	318.15	491.12		1.523925
123-08-0	4-Hydroxybenzaldehyde	389.15		1129.13	1.570513
123-09-1	1-Chloro-4-(methylthio)benzene				
123-11-5	4-Methoxybenzaldehyde	273.15	528.15	1119.15	1.57302
123-15-9	2-Methylpentanal		391.15		
123-17-1	2,6,8-Trimethyl-4-nonanol		498.55	817.82	
123-19-3	4-Heptanone	241.05	417.15	817.42	1.40692
123-20-6	Vinyl butanoate		389.85	900.62	
123-25-1	Diethyl succinate	251.55	490.15	1040.22	1.42012
123-28-4	3,3'-Thiobispropanoic acid, didodecyl ester	312.15			
123-29-5	Ethyl nonanoate	228.75	497.15	865.72	1.42202
123-30-8	4-Aminophenol	459.15			
123-31-9	p-Hydroquinone	446.15	561.15	1330.2	1.63225
123-32-0	2,5-Dimethylpyrazine	288.15	425.15	988.72	1.49802
123-33-1	1,2-Dihydro-3,6-pyridazinedione	580.15			
123-35-3	β-Myrcene		444.15	801.315	1.47222
123-38-6	Propanal	193.15	321.15	865.725	1.36362
123-39-7	N-Methylformamide	270.65	459.15	1011.19	1.43192
123-42-2	Diacetone alcohol	226.15	441.05	938.72	1.42132
123-43-3	Sulfoacetic acid	358.15			
123-45-5	Sulfonyldiacetic acid	460.15			
123-48-8	2,2,4,6,6-Pentamethyl-3-heptene		453.15		
123-51-3	3-Methyl-1-butanol	155.95	403.95	810.42	1.40532
123-54-6	2,4-Pentanedione	254.85	413.85	972.125	1.44942
123-56-8	Succinimide	398.15	569.15	1418.25	
123-61-5	1,3-Diisocyanatobenzene	324.15			
123-62-6	Propanoic anhydride	228.15	441.15	1011.02	1.40382
123-63-7	Paraldehyde	285.15	397.15	994.32	1.40492
123-66-0	Ethyl hexanoate	205.55	438.15	873.2	1.40732
123-68-2	Allyl hexanoate		459.15	886.92	
123-72-8	Butanal	176.29	347.95	801.62	1.38432
123-73-9	trans-2-Butenal	196.55	375.35	851.62	1.43662
123-75-1	Pyrrolidine	215.36	359.75	858.62	1.44312
123-76-2	4-Oxopentanoic acid	306.15		1133.52	1.43962
123-77-3	Diazenedicarboxamide	498.15			
123-79-5	Dioctyl hexanedioate	282.75		922.25	
123-81-9	1,2-Ethanediyl mercaptoacetate				
123-82-0	2-Heptanamine		414.15	766.519	1.419919
123-83-1	N'-Ethyl-N,N-dimethyl-1,2-ethanediamine		407.65	738.25	1.42222
123-84-2	1-[(2-Aminoethyl)amino]-2-propanol			983.725	1.47382
123-86-4	Butyl acetate	196.15	399.15	882.52	1.39412
123-88-6	Triadimenol	388.15			
123-90-0	Thiomorpholine		448.15	1088.22	1.53862
123-91-1	1,4-Dioxane	284.9	374.35	1033.72	1.42242
123-92-2	Isopentyl acetate	194.65	414.75	876.15	1.40002
123-93-3	Thiodiglycolic acid	402.15			
123-95-5	Butyl stearate	299.71	616.15	854.25	1.43285
123-98-8	Nonanedioyl dichloride			1143	1.46802
123-99-9	Nonanedioic acid	379.65	630.25	1225.25	1.4303111
1234-35-1	N2-[(Phenylmethoxy)carbonyl]-L-arginine	447.15			
124-02-7	N-Allyl-2-propen-1-amine		385.15		1.43872
124-04-9	1,6-Hexanedioic acid	424.65	610.65	1360.25	
124-06-1	Ethyl myristate	285.45	581.15	857.325	1.43622
124-07-2	Octanoic acid	289.66	513.15	907.325	1.42852
124-09-4	1,6-Hexanediamine	311.95	470.15		
124-10-7	Methyl tetradecanoate	292.15	568.15	867.12	1.42545
124-11-8	1-Nonene	191.91	420.05	725.325	1.42572
124-12-9	Octanenitrile	219.65	475.15	813.62	1.42032
124-13-0	Octanal		447.15	821.12	1.42172
124-16-3	1-(2-Butoxyethoxy)-2-propanol	183.15	507.15	931.2	
124-17-4	Diethylene glycol monobutyl ether acetate	241.15	521.15	985.2	1.42622
124-18-5	Decane	243.54	447.25	726.625	1.409025
124-19-6	Nonanal	253.85	468.15	826.422	1.42732
124-22-1	Dodecylamine	300.95	528.15	801.52	1.44212
124-25-4	Tetradecanal	296.15			
124-26-5	Octadecanamide	380.15			
124-28-7	Dimethylstearylamine	296.05			
124-30-1	Octadecylamine	325.75	623.15	861.82	1.45222
124-38-9	Carbon dioxide	216.589			
124-40-3	Dimethylamine	180.15	280.45	680.4	1.35017
124-41-4	Sodium methanolate	573.15			
124-42-5	Ethanimidamide monohydrochloride	450.65			
124-47-0	Urea nitrate	433.15		1690.2	
124-48-1	Chlorodibromomethane	253.15	393.15	2451.2	1.54822
124-58-3	Methanearsonic acid	433.65			
124-63-0	Methanesulfonyl chloride		432.15	1480.518	1.45732
124-64-1	Tetrakis(hydroxymethyl)phosphonium chloride	425.65			
124-65-2	Sodium cacodylate	333.15			
124-68-5	2-Amino-2-methyl-1-propanol	298.65	436.95	934.2	1.4492
124-70-9	Dichlorovinylmethylsilane		366.85	1086.82	1.42702
124-73-2	1,2-Dibromotetrafluoroethane	163.15	320.25	2149.25	1.36125
124-80-1	Sabadine	531.15			
124-83-4	(+)-Camphoric acid	460.15		1186.2	
124-87-8	Picrotoxin	476.65			
124-94-7	Triamcinolone	543.15			
1241-94-7	Diphenyl 2-ethylhexyl phosphate			1090.25	1.51025
12427-38-2	Maneb	473.15			
125-15-5	Vomicine	555.15			
125-20-2	Thymolphthalein	526.15			
125-24-6	Pseudomorphine	555.65			
125-28-0	Dihydrocodeine	385.65			
125-29-1	Hydrocodone	471.15			
125-33-7	5-Ethyldihydro-5-phenyl-4,6(1H,5H)-pyrimidinedione	554.65			
125-55-3	Narcobarbital	388.15			
125-64-4	3,3-Diethyl-5-methyl-2,4-piperidinedione	348.65			
125-69-9	Dextromethorphan hydrobromide	396.15			
126-00-1	Diphenolic acid	444.65			
126-06-7	3-Bromo-1-chloro-5,5-dimethylhydantoin	435.15			
126-07-8	Griseofulvin, (+)	493.15			
126-11-4	2-(Hydroxymethyl)-2-nitro-1,3-propanediol	438.15			
126-14-7	Sucrose octaacetate	360.15		1271.6	1.466
126-15-8	1,5a,6,9,9a,9b-Hexahydro-4a(4H)-dibenzofurancarboxaldehyde	193.15	580.15	1102	1.52542
126-17-0	Spirosol-5-en-3-ol, (3β,22α,25R)-	475.15			
126-18-1	Spirostan-3-ol, (3β,5β,25R)-	458.15			
126-19-2	Spirostan-3-ol, (3β,5β,25S)-	473.65			
126-22-7	Butonate				
126-29-4	Violaxanthin	481.15			
126-30-7	2,2-Dimethyl-1,3-propanediol	402.45	480.15		
126-31-8	Sodium iodomethanesulfonate				
126-33-0	Sulfolane	301.6	559.15	1272.318	1.483318
126-39-6	2-Ethyl-2-methyl-1,3-dioxolane		392.15	936.02	
126-49-8	Prephenic acid				
126-52-3	1-Ethynylcyclohexanol, carbamate	370.15			1.444121
126-54-5	2,4,8,10-Tetraoxaspiro[5.5]undecane	323.15			
126-58-9	Dipentaerythritol	494.15		1366.15	
126-68-1	O,O,O-Triethyl phosphorothioate		490.15	1076.82	1.44802
126-71-6	Triisobutyl phosphate		537.15	968.12	1.41932
126-72-7	2,3-Dibromo-1-propanol, phosphate (3:1)				
126-73-8	Tributyl phosphate		562.15	972.725	1.422425
126-75-0	Isosystox			1132.21	
126-81-8	5,5-Dimethyl-1,3-cyclohexanedione	325.65			
126-84-1	2,2-Diethoxypropane		374.15	820.021	1.38912
126-86-3	2,4,7,9-Tetramethyl-5-decyne-4,7-diol	320.15			
126-98-7	2-Methylacrylonitrile	237.35	363.15	800.12	1.40032
126-99-8	2-Chloro-1,3-butadiene	143.15	332.15	956.2	1.45832
1260-17-9	Carminic acid				
1264-62-6	Erythromycin ethyl succinate	495.15			
12663-46-6	Cyclochlorotine				
127-00-4	1-Chloro-2-propanol		397.55	1113.2	1.43922
127-06-0	2-Propanone oxime	334.15	406.15	911.362	1.41562
127-07-1	Hydroxyurea	414.15			
127-17-3	Pyruvic acid	286.95		1227.22	1.42802
127-18-4	Tetrachloroethene	250.95	394.35	1623.02	1.50592
127-19-5	N,N-Dimethylacetamide	254.15	439.05	937.225	1.434125
127-20-8	Sodium 2,2-dichloropropanoate				
127-25-3	Methyl abietate			1049.2	1.5344
127-27-5	Pimaric acid	491.65			
127-29-7	Pseudoaconitine	487.15			
127-31-1	Fludrocortisone				
127-33-3	Declomycin				
127-40-2	β,ε-Carotene-3,3'-diol, (3R,3'R,6'R)-	469.15			
127-48-0	3,5,5-Trimethyl-2,4-oxazolidinedione	319.15			
127-52-6	Chloramine B	463.15			
127-63-9	Diphenyl sulfone	400.15	652.15	1252.2	
127-65-1	Chloramine T	453.15			
127-66-2	α-Ethynyl-α-methylbenzenemethanol	325.15	490.65	1031.42	
127-69-5	Sulfisoxazole	468.15			
127-71-9	Sulfabenzamide	454.65			
127-79-7	Sulfamerazine	511.15			
127-85-5	Sodium arsanilate				
127-91-3	β-Pinene	223.15	438.95	860.25	1.476825
1271-19-8	Titanocene dichloride	562.15		1600	
1271-28-9	Nickelocene	446.15			
1272-44-2	Benzoylferrocene	381.15			
128-04-1	Sodium dimethyldithiocarbamate	394.15			
128-08-5	N-Bromosuccinimide	447.15		2098.25	
128-09-6	N-Chlorosuccinimide	423.15		1652.5	
128-13-2	3,7-Dihydroxycholan-24-oic acid, (3α,5β,7β)	476.15			
128-20-1	3-Hydroxypregnan-20-one, (3α,5β)	422.65			
128-23-4	5β-Pregnane-3,20-dione	396.15			
128-27-8	Ergosta-5,7,22-trien-3-ol, (3β,10α,22E)-	367.15			
128-33-6	Cholesta-8,24-dien-3-ol, (3β,5α)	383.15			
128-37-0	2,6-Di-tert-butyl-4-methylphenol	343.25	538.15	893.775	1.485975
128-39-2	2,6-Di-tert-butylphenol	310.65			1.50012
128-42-7	4,4'-Dinitro-2,2'-stilbenedisulfonic acid	539.15			
128-44-9	Saccharin sodium	502.15			
128-50-7	6,6-Dimethylbicyclo[3.1.1]hept-2-ene-2-ethanol		508.15	973.25	1.49302
128-53-0	1-Ethyl-1H-pyrrole-2,5-dione	318.65			
128-56-3	9,10-Dihydro-9,10-dioxo-1-anthracenesulfonic acid, sodium salt				
128-62-1	Noscapine	449.15			
128-66-5	C.I. Vat Yellow 4				
128-68-7	Phenicin	503.65			
128-70-1	8,16-Pyranthrenedione				
128-94-9	1,8-Diamino-4,5-dihydroxy-9,10-anthracenedione				
128-95-0	1,4-Diamino-9,10-anthracenedione	541.15			
128-97-2	1,4,5,8-Naphthalenetetracarboxylic acid	593.15			
129-00-0	Pyrene	423.77	667.15	1271.23	
129-03-3	Cyproheptadine	386.15			
129-15-7	2-Methyl-1-nitro-9,10-anthracenedione	546.15			
129-17-9	Sulphan Blue				
129-20-4	Oxyphenbutazone	397.15			
129-35-1	1-Chloro-2-methyl-9,10-anthracenedione	443.65			
129-39-5	1,8-Dinitro-9,10-anthracenedione	585.15			
129-40-8	1-Chloro-5-nitro-9,10-anthracenedione	588.45			
129-42-0	1,8-Diamino-9,10-anthracenedione	538.15			
129-43-1	1-Hydroxy-9,10-anthracenedione	466.95			
129-44-2	1,5-Diamino-9,10-anthracenedione	592.15			
129-64-6	Carbic anhydride	436.15		1417.25	
129-66-8	2,4,6-Trinitrobenzoic acid	502.15			
129-67-9	Endothall disodium	417.15		1431.2	
129-73-7	4,4'-Bis(dimethylamino)triphenylmethane	375.15			
129-79-3	2,4,7-Trinitro-9H-fluoren-9-one	448.95			
129-96-4	Sodium 4,5-dihydroxy-2,7-naphthalenedisulfonic acid				
1291-32-3	Zirconocene dichloride	521.15			
130-01-8	Senecionine	505.15			
130-15-4	1,4-Naphthalenedione	398.45			
130-16-5	5-Chloro-8-quinolinol	403.15			
130-20-1	C.I. Vat Blue 6				
130-22-3	Alizarin Red S				
130-26-7	5-Chloro-7-iodo-8-quinolinol	451.65			
130-73-4	Methestrol	418.15			
130-80-3	trans-Diethylstilbestrol dipropanoate	377.15			
130-85-8	Pamoic acid	588.15			
130-86-9	Protopine	481.15			
130-89-2	Quinine hydrochloride	432.15			
130-95-0	Quinine	330.15			1.62515
1300-94-3	5-Methyl-2-pentylphenol	297.15			
13007-92-6	Chromium carbonyl			1770	
13010-47-4	1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea	363.15			
13014-24-9	1,2-Dichloro-4-(trichloromethyl)benzene	298.95	556.25	1591.32	1.58862
13019-22-2	9-Decen-1-ol		509.15	876.25	1.44802
13031-43-1	4-Acetylphenyl acetate				
13048-33-4	Di-2-propenoyl-1,6-hexanediol			1010.25	
13054-87-0	2-Amino-1-butanol, (±)-	272.15	451.15	916.22	1.448925
13057-17-5	Bromomethoxymethane		360.15	1597.62	1.45622
13067-93-1	Cyanofenphos	356.15			1.583925
13071-79-9	Terbufos	243.95		1105.24	
13073-35-3	L-Ethionine				
131-01-1	Deserpidine	503.65			
131-08-8	9,10-Dihydro-9,10-dioxo-2-anthracenesulfonic acid, sodium salt				
131-09-9	2-Chloro-9,10-anthracenedione	483.05			
131-11-3	Dimethyl phthalate	274.18	555.85	1190.52	1.51382
131-14-6	2,6-Diamino-9,10-anthracenedione				
131-16-8	Dipropyl phthalate	242.15	592.15	1076.72	
131-17-9	Diallyl phthalate				
131-18-0	Dipentyl phthalate		614.15		
131-22-6	4-(Phenylazo)-1-naphthalenamine	396.15			
131-28-2	Narceine	411.15			
131-48-6	N-Acetylneuraminic acid	459.15			
131-53-3	Dioxybenzone				
131-54-4	Bis(2-hydroxy-4-methoxyphenyl)methanone	412.25			
131-55-5	2,2',4,4'-Tetrahydroxybenzophenone	471.95			
131-56-6	(2,4-Dihydroxyphenyl)phenylmethanone	417.15			
131-57-7	(2-Hydroxy-4-methoxyphenyl)phenylmethanone	338.65			
131-58-8	(2-Methylphenyl)phenylmethanone	255.15	581.15	1109.82	
131-70-4	Monobutyl phthalate	346.65			
131-73-7	2,4,6-Trinitro-N-(2,4,6-trinitrophenyl)aniline	524.25			
131-89-5	2-Cyclohexyl-4,6-dinitrophenol	378.65			
131-91-9	1-Nitroso-2-naphthol	379.95			
131-99-7	Inosine 5'-monophosphate				
13100-82-8	L-Cysteic acid				
13116-53-5	1,2,2,3-Tetrachloropropane		438.15	1500.18	1.494018
13121-70-5	Cyhexatin	469.15			
13151-06-9	7-Methyl-1-octene		412.15		
13151-17-2	cis-5-Methyl-2-hexene		362.15	697.25	1.4042
13151-34-3	3-Methyldecane	193.65	465.15	742.22	1.41772
13169-00-1	1-Methoxy-1,2-propadiene		323.15		
13171-21-6	Phosphamidon	228.15		1213.225	1.471825
13176-46-0	Ethyl 4-bromoacetoacetate			1527.818	1.52812
1319-91-1	Calcium iodobehenate				
13190-97-1	Betulaprenol 9	314.15			
13194-48-4	Ethoprop			1094.2	
13195-80-7	1,1-Dibromo-1-propene		398.15	1976.72	1.52602
132-22-9	Chlorpheniramine				
132-32-1	9-Ethyl-9H-carbazol-3-amine	372.15			
132-53-6	2-Nitroso-1-naphthol	417.85			
132-54-7	Phenyl 1-hydroxy-2-naphthalenecarboxylate	369.15			
132-57-0	7-Hydroxy-1-naphthalenesulfonic acid				
132-60-5	2-Phenyl-4-quinolinecarboxylic acid	487.65			
132-64-9	Dibenzofuran	355.31	558.35	1088.699	1.607999
132-65-0	Dibenzothiophene	371.82	604.75		
132-66-1	2-[(1-Naphthylamino)carbonyl]benzoic acid	458.15		1420	
132-75-2	1-Naphthaleneacetonitrile	305.65			1.61922
132-86-5	1,3-Naphthalenediol	396.65			
132-93-4	Phenethicillin potassium	508.15			
13205-44-2	Borane carbonyl	136.15	209.15		
13209-15-9	1,2-Bis(dibromomethyl)benzene	389.65			
13248-54-9	Cyclohexyl chloroformate				
13250-46-9	Acetyl isothiocyanate		405.65	1152.313	1.523118
13254-34-7	2,6-Dimethyl-2-heptanol		443.15	818.62	1.42422
13258-63-4	4-Pyridineethanamine			1030.225	1.538125
13269-52-8	trans-3-Hexene	159.45	340.21	677.22	1.39432
13286-92-5	Methyl tert-pentyl sulfide		423.15	840	1.45702
13290-74-9	1-Chloro-2-methyl-4-nitrobenzene	315.65	522.15		
13291-61-7	(1,2-Cyclohexylenedinitrilo)tetraacetic acid monohydrate	488.15			
13292-46-1	Rifampin				
133-06-2	Captan	447.05		1742.5	
133-07-3	Folpet	454.15			
133-08-4	Diethyl 2-butylmalonate		510.15	976.42	1.42502
133-11-9	Phenyl 4-amino-3-hydroxybenzoate	426.15			
133-13-1	Diethyl ethylmalonate		481.15	1006.2	1.41662
133-14-2	Bis(2,4-dichlorobenzoyl) peroxide	379.15			
133-26-6	Peucedanin	358.15			
133-32-4	1H-Indole-3-butanoic acid	397.65			
133-37-9	DL-Tartaric acid	479.15		1788.25	
133-49-3	Pentachlorobenzenethiol	504.65			
133-53-9	2,4-Dichloro-3,5-dimethylphenol	356.15			
133-58-4	Nitromersol				
133-59-5	2-Methylbenzenesulfonyl chloride	284.15		1338.32	1.55652
133-67-5	Trichloromethiazide				
133-90-4	3-Amino-2,5-dichlorobenzoic acid	475.15			
133-91-5	2-Hydroxy-3,5-diiodobenzoic acid	508.65			
1330-61-6	Isodecyl acrylate	173.15		885.2	1.44162
1330-86-5	Diisooctyl hexanedioate				
13313-91-2	Propyl trichloroacetate		460.15	1322.12	1.45012
13325-10-5	4-Amino-1-butanol		476.15	967.12	1.46252
13329-40-3	1-(4-Iodophenyl)ethanone	359.15			
13331-27-6	(3-Nitrophenyl)boronic acid	547.65			
13347-42-7	4-Chloro-2-cyclopentylphenol				
13351-73-0	1-Methyl-1H-benzotriazole	337.65	543.65		
13356-08-6	Fenbutatin oxide	418.95			
13360-45-7	Chlorbromuron	370.35		1692	
13360-52-6	β-Cellobiose				
13360-57-1	Dimethylsulfamoyl chloride				
13360-61-7	1-Pentadecene	269.35	541.55	776.42	1.43892
13360-63-9	Butylethylamine		377.95	739.82	1.40402
13360-64-0	2-Ethyl-5-methylpyrazine				
13360-65-1	3-Ethyl-2,5-dimethylpyrazine		453.65	965.724	1.501424
13361-63-2	4,4-Dimethyl-1-pentyne	197.45	348.15	714.22	1.39832
1338-23-4	2-Butanone peroxide				
1338-43-8	Sorbitan oleate			986	1.48002
13389-42-9	trans-2-Octene	185.15	398.05	719.92	1.41322
13395-16-9	Copper(II) 2,4-pentanedioate				
134-03-2	Sodium ascorbate				
134-04-3	Pelargonidin chloride	623.15			
134-11-2	2-Ethoxybenzoic acid	293.85			
134-20-3	Methyl 2-aminobenzoate	297.55	529.15	1168.21	1.581
134-29-2	2-Methoxyaniline hydrochloride	498.15			
134-31-6	8-Quinolinol sulfate (2:1)	450.65			
134-32-7	1-Naphthylamine	322.05	573.85	1022.82	1.61402
134-35-0	5-N-Methyl-5,6,7,8-tetrahydrofolic acid				
134-49-6	3-Methyl-2-phenylmorpholine				
134-55-4	Phenyl 2-(acetyloxy)benzoate	369.15			
134-58-7	8-Azaguanine	573.15			
134-62-3	N,N-Diethyl-3-methylbenzamide			996.2	1.52122
134-81-6	Benzil	367.99	605.15	1084.102	
134-84-9	(4-Methylphenyl)phenylmethanone	327.15		992.6	
134-85-0	(4-Chlorophenyl)phenylmethanone	350.65	605.15		
134-96-3	4-Hydroxy-3,5-dimethoxybenzaldehyde	386.15			
13403-37-7	Epichlorohydrin	247.15	385.14	1181.22	1.435825
13414-95-4	6,7-Dihydrobenzo[b]thiophen-4(5H)-one				
13422-51-0	Hydroxocobalamin				
13444-24-1	1-Ethyl-3-piperidinol				1.477714
13463-39-3	Nickel carbonyl [Ni(CO)4]	253.85	316.15	1312.5	
13463-40-6	Iron pentacarbonyl	253.15	376.15	1520	1.45322
13463-41-7	Pyrithione zinc	535.15			
13466-40-5	5-Phenyl-2,4-pentadienal	315.65			
13475-76-8	11-Butyldocosane			804.12	1.44992
13475-79-1	2,4-Dimethyl-3-isopropylpentane	191.45	430.15	754.525	1.42462
13475-81-5	2,2,3,3-Tetramethylhexane	219.15	433.15	760.925	1.42822
13475-82-6	2,2,4,6,6-Pentamethylheptane	206.25	451.15	746.32	1.44402
13476-99-8	Vanadium(III) 2,4-pentanedioate	458.15			
13491-79-7	2-tert-Butylcyclohexanol	318.15		902.25	
135-00-2	Phenyl-2-thienylmethanone	329.65	573.15	1189.054	1.618154
135-01-3	o-Diethylbenzene	241.75	456.55	880.02	1.50352
135-02-4	2-Methoxybenzaldehyde	310.65	516.15	1132.62	1.56002
135-07-9	Methyclothiazide	498.15			
135-09-1	Hydroflumethiazide	543.65			
135-16-0	5,6,7,8-Tetrahydrofolic acid				
135-19-3	2-Naphthol	395.15	559.15	1282	
135-20-6	Cupferron	436.65			
135-44-4	Panthesin	431.15			
135-48-8	Pentacene	544.15			
135-49-9	2,7-Dimethyl-3,6-acridinediamine, monohydrochloride				
135-58-0	2,7-Dimethylthianthrene	396.15			
135-67-1	10H-Phenoxazine	429.85			
135-68-2	4'-Chloro-[1,1'-biphenyl]-4-amine	407.15			
